,Unnamed: 0,label,text,label_num
326,2305,ham,"Subject: enron actuals for dec . 27 , 2000
dec . 27 , 2000
teco tap 30 . 000 / enron ; 120 . 000 / hpl gas daily
lsp hpl katy i / c 30 . 000 / enron",0
1614,1336,ham,"Subject: enron / hpl actuals for august 2 , 2000
teco tap 15 . 000 / enron ; 110 . 000 / hpl iferc
ls hpl lsk ic 27 . 000 / enron",0
3217,595,ham,"Subject: cdnow shipment confirmation
dear daren ,
thank you for shopping at cdnow . please keep this email invoice for
your records .
on april 3 we shipped your order number 17817331 for the following item :
robert earl keen : walking distance
format : cd quantity : 1 price : 12 . 99
to the following address via u . s . postal service :
daren farmer
5519 clarkston ln
spring , tx 77379
total number of items : 1
subtotal : $ 12 . 99
shipping : $ 2 . 99
sales tax : $ 0 . 00
- - - - - - - - - -
shipment total : $ 15 . 98
your order was billed to daren farmer . this shipment completes your
order and is paid in full .
most orders arrive within 4 - 8 business days . however , in rare instances
it may take up to 2 weeks .
for complete information about your order ( number 17817331 ) or to
confirm the status , click or copy / paste this link into your web browser :
http : / / cdnow . com / myorder / otid = 17817331
you can also access your order history directly from our home page .
please do not reply to this email . if you have questions about your order
that are not addressed in your online order history , please visit our contact
cdnow page using this link :
http : / / cdnow . com / service
fast forward rewards ( tm ) program points for this order will
be credited in your membership summary as "" points earned . ""
thanks again for your order .
sincerely ,
customer service
cdnow , inc . your music . your store .
http : / / cdnow . com
aol keyword : cdnow
1757978",0
635,1360,ham,"Subject: hpl nom for august 10 , 2000
( see attached file : hplo 810 . xls )
- hplo 810 . xls",0
4379,2489,ham,"Subject: equistar feb - 01
daren - here are the equistar # ' s . there should be a total of 65 . 000 . there
is a new deal per janice at equistar at meter 1373 effective 2 / 01 . i have
not seen a deal for this . let me know if it is legitimate . no volumes were
added , just moved from meter to meter . ( deal # 378904 ) thanks .
al",0
424,3134,ham,"Subject: fw : fw : march 2001 invoice
daren -
dow hydrocarbons and resources , inc . , stated on 4 / 24 / 01 , re : ena deal # sa 639615 , that their 03 / 01 price for ena sales on csgt @ b 368 - brazos # 368 ( i . e . cowtrap ) , is if - $ . 06 . we are invoicing them at hsc gdp da . need to know which price is correct and copy of confirmation .
thanks ,
tess
- - - - - original message - - - - -
from : meyers , julie
sent : tuesday , april 24 , 2001 10 : 53 am
to : ray , tess
cc : daren j farmer / hou / ect @ enron ; bellamy , liz
subject : re : fw : march 2001 invoice
tess there is a deal out there for the blue dolphin s # 745589 . and there are three deal out there for csgt # 639612 , # 639615 , # 745589 . the problem is that none of these deals have actuals . it looks as though they have not been nom ' d .
daren are these deals real or what ? why have they not been nom ' d ? could they be under another dow company ?
tess , i ' m leaving the office for a little bit today . but i ' ll be back this afternoon .
julie
from : tess ray / enron @ enronxgate on 04 / 24 / 2001 08 : 11 am
to : julie meyers / hou / ect @ ect
cc :
subject : fw : march 2001 invoice
julie -
please help ! per dow hydrocarbon ' s accountant , marilu trochta ' s e - mail below , ( with attachment ) , there are volume and price discrepancies with what ena billed them and what she reflects in her system . ena invoice # 24636 sa invoiced dow hydrocarbons and resources , inc , on csgt @ b 368 - brazos , per deal number sa 639615 , @ 685 per day ( 3 / 1 / 01 - 3 / 31 / 01 ) @ hsc gdp d . a . - $ 0 . 07 / mmbtu . vs . the 18 , 457 mmbtu @ $ 4 . 960 that dow has and ena did not invoice them for sales on bluedolphin 250 and 249 vs . the 5 , 459 mmbtu @ $ 4 . 960 & 18 , 218 mmbtu @ $ 4 . 960 that dow reflects . i realize that the volumes ena billed on the brazos are estimates or noms . problem : i need to confirm the march 2001 , sale @ brazos ( volume & price ) in addition to the sale @ blue dolphin 250 & 249 ( volume & price ) . can you print the confirmations for me ? also , sitara does not show me who the trader is for this deal , and by chance do you know who the scheduler ( s ) are ?
thanks ,
tess
- - - - - original message - - - - -
from : "" trochta , mary ( ml ) "" > @ enron [ mailto : imceanotes - + 22 trochta + 2 c + 20 mary + 20 + 28 ml + 29 + 22 + 20 + 3 cmltrochta + 40 dow + 2 ecom + 3 e + 40 enron @ enron . com ]
sent : monday , april 23 , 2001 5 : 52 pm
to : ray , tess
subject : march 2001 invoice
- book 2 . xls",0
4682,2261,ham,"Subject: re : tuesday , december 26 th
i ' ll be here on tuesday .
mary poorman
12 / 20 / 2000 08 : 34 am
to : michael olsen / na / enron @ enron , tom acton / corp / enron @ enron , clem
cernosek / hou / ect @ ect , robert cotten / hou / ect @ ect , jackie young / hou / ect @ ect ,
sabrae zajac / hou / ect @ ect , carlos j rodriguez / hou / ect @ ect , mark
mccoy / corp / enron @ enron , aimee lannou / hou / ect @ ect , mary
poorman / na / enron @ enron , eddie janzen / na / enron @ enron
cc : daren j farmer / hou / ect @ ect , lauri a allen / hou / ect @ ect
subject : tuesday , december 26 th
we will need a small staff to handle potential trades for wed . the 27 th .
most of the pipelines are out of the office , so i would expect the work load
to be minimal . i plan on coming in , and would like to have a minimum of
three on staff , so i need two volunteers ( one offsystem , just in case ) . if
anyone is going to be in town , please forward a number , in case we need to
call any additional people in , or have you work on a laptop from home . i
will get with you after the new year to make up the holiday you miss , or , you
can schedule your day now , i have the calendars . also , i will be out on
vacation friday , dec . 22 nd and will need someone to send the nominations to
the plants , i don ' t expect to have full system coverage , just hpl / hpl and
hpl / ena as needed . let me know if you are interested in learning how to do
this .
thank you ,
mary",0
3532,2372,ham,"Subject: saxet canales into king ranch - balancing issue
fyi -
we are having some "" after - the - fact "" balancing issues with king ranch . i just
spoke with carol regarding our net position with the plant , she has informed
me that the saxet canales production we are buying at the inlet has been
averaging approximately 3 , 850 dth / day for january , and has been producing at
or around that level since november . we don ' t have eyes at the meter ,
however , carol was brought online this past week , and i will be receiving
production information on a regular basis to balance redeliveries .
we have been scheduling 838 to 1 , 045 dth / day at the meter . we need to gross
up for jan in order to ensure that we capture our volumes correctly and do
not create additional balancing issues with the plant .
please let me know if you have any further questions , or need additional
information .
mary",0
5080,1407,ham,"Subject: hpl nom for august 17 , 2000
( see attached file : hplo 817 . xls )
- hplo 817 . xls",0
1325,1769,ham,"Subject: contract obligations
charlie ,
here is a breakout for the volumes that have been paid on . we are off by
approximately 20000 according to what was billed vs what was paid . could you
peruse the worksheet for discrepancies . we are off by 20 , 000 in march
( 28 th ) . our logs show that 20000 flowed on that day at ls ( meter 67 ) . i ' ve
attached the email showing the revision for that day below . based on paid
amounts , the remaining obligations are as follows :
iferc 2 , 680 , 000
iferc + gas daily 6 , 895 , 252
please advise .
regards ,
ami
revision # 1
ls hpl katy 20 . 000 / hpl gas daily
- - - - - - - - - - - - - - - - - - - - - - forwarded by melissa jones / texas utilities on
03 / 29 / 2000
02 : 35 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
melissa jones
03 / 29 / 2000 11 : 09 am
to : charlie stone / texas utilities @ tu , gary green / texas utilities @ tu , tim
powell / lsp / enserch / us @ tu , daren . j . farmer @ enron . com ,
gary . a . hanks @ enron . com , carlos . j . rodriguez @ enron . com ,
earl . tisdale @ enron . com , ami . chokshi @ enron . com
cc :
subject : enron / hpl actuals for march 28 , 2000
teco tap 50 . 750 / hpl gas daily",0
4245,1354,ham,"Subject: hpl nom for august 9 , 2000
( see attached file : hplo 809 . xls )
- hplo 809 . xls",0
1825,68,ham,"Subject: koch three rivers , # 6722
aimee -
gas control has some line work scheduled for 1 / 4 , 5 , 6 that will affect the
referenced point . dynegy has nom ' d 1800 at this point which i ' m assuming
they ' ll want baseload for january . the desk also appears to have some gas
nom ' d out here ( approx 1200 mm ) . rather than cut these volumes , would you
try to negotiate with koch not to flow this gas during the outage , but to
make it up as soon as the outage is over ( they may be able to begin flow on
1 / 6 ) ? please let me know as soon as possible .
thanks .",0
2064,2750,ham,"Subject: re : noms / actual flow for 03 / 15
we agree
"" eileen ponton "" on 03 / 16 / 2001 10 : 11 : 53 am
to : david avila / lsp / enserch / us @ tu , charlie stone / texas utilities @ tu , melissa
jones / texas utilities @ tu , hpl . scheduling @ enron . com ,
liz . bellamy @ enron . com
cc :
subject : noms / actual flow for 03 / 15
date nom flow - mcf flow - mmbtu
3 / 15 60 , 000 59 , 386 60 , 989
btu = 1 . 027",0
2062,1477,ham,"Subject: enron / hpl actuals for august 25 - 27 , 2000
- august 25 , 2000
teco tap 20 . 000 / enron ; 96 . 667 / hpl gas daily
ls hpl lsk ic 20 . 000 / enron
august 26 , 2000
teco tap 20 . 000 / enron ; 96 . 667 / hpl gas daily
ls hpl lsk ic 20 . 000 / enron
august 27 , 2000
teco tap 20 . 000 / enron ; 102 . 500 / hpl gas daily
ls hpl lsk ic 20 . 000 / enron",0
5033,3135,ham,"Subject: fw : fw : march 2001 invoice
charlene / cindy / charles :
can either of you answer darren ' s question to me below ? my sales deal is under ena .
thanks ,
tess
- - - - - original message - - - - -
from : farmer , daren j .
sent : thursday , april 26 , 2001 3 : 20 pm
to : ray , tess
subject : re : fw : march 2001 invoice
tess ,
we probably should be invoicing selling to dow at if . however , we should also have purchased the supply from spinnaker ( # 144271 bellamy , liz
subject : re : fw : march 2001 invoice
tess there is a deal out there for the blue dolphin s # 745589 . and there are three deal out there for csgt # 639612 , # 639615 , # 745589 . the problem is that none of these deals have actuals . it looks as though they have not been nom ' d .
daren are these deals real or what ? why have they not been nom ' d ? could they be under another dow company ?
tess , i ' m leaving the office for a little bit today . but i ' ll be back this afternoon .
julie
from : tess ray / enron @ enronxgate on 04 / 24 / 2001 08 : 11 am
to : julie meyers / hou / ect @ ect
cc :
subject : fw : march 2001 invoice
julie -
please help ! per dow hydrocarbon ' s accountant , marilu trochta ' s e - mail below , ( with attachment ) , there are volume and price discrepancies with what ena billed them and what she reflects in her system . ena invoice # 24636 sa invoiced dow hydrocarbons and resources , inc , on csgt @ b 368 - brazos , per deal number sa 639615 , @ 685 per day ( 3 / 1 / 01 - 3 / 31 / 01 ) @ hsc gdp d . a . - $ 0 . 07 / mmbtu . vs . the 18 , 457 mmbtu @ $ 4 . 960 that dow has and ena did not invoice them for sales on bluedolphin 250 and 249 vs . the 5 , 459 mmbtu @ $ 4 . 960 & 18 , 218 mmbtu @ $ 4 . 960 that dow reflects . i realize that the volumes ena billed on the brazos are estimates or noms . problem : i need to confirm the march 2001 , sale @ brazos ( volume & price ) in addition to the sale @ blue dolphin 250 & 249 ( volume & price ) . can you print the confirmations for me ? also , sitara does not show me who the trader is for this deal , and by chance do you know who the scheduler ( s ) are ?
thanks ,
tess
- - - - - original message - - - - -
from : "" trochta , mary ( ml ) "" > > @ enron [ mailto : imceanotes - + 22 trochta + 2 c + 20 mary + 20 + 28 ml + 29 + 22 + 20 + 3 cmltrochta + 40 dow + 2 ecom + 3 e + 40 enron @ enron . com ]
sent : monday , april 23 , 2001 5 : 52 pm
to : ray , tess
subject : march 2001 invoice
- book 2 . xls >",0
391,3060,ham,"Subject: southern union - 03 / 01 prod - austin spot deal # 690249 ( sale )
janet -
per southern union ' s confirmation sheet , the 15 , 000 mmbtus spot deal on days 03 / 25 & 3 / 26 should be priced at hsc gdp da + . 05 ( at tuesday , 3 / 27 / 01 pricing - which was $ 5 . 235 ) . currently , sitara is showing a price of hsc gdp + . 05 .
is this tuesday pricing correct ? if so , pls forward this to daren so that he can change the price in sitara to $ 5 . 235 + . 05 ( totaling $ 5 . 285 ) .
thanks - katherine
5 - 8643",0
1445,3306,ham,"Subject: mobil beaumont - may 2001
daren ,
i want to confirm the may midcon volumes for mobil - i think it is 30 , 000 mmbtu / day ?
please let me know if i should ask someone else . . .
thanks ,
rebecca",0
169,1709,ham,"Subject: re : october wellhead
the heatherlock deal had a single transaction agreement attached to it . when
the contract ended the deal ended .
the other two i believe we just need a email from vance or donald setting up
a spot ticket .
vance could you look into that ? do i have the wrong contract attached ? or
is there a new contract . for camden & north central , are those just going to
be spot tickets ?
julie
daren j farmer
09 / 28 / 2000 07 : 41 am
to : robert cotten / hou / ect @ ect , julie meyers / hou / ect @ ect
cc :
subject : october wellhead
i have rolled or input the following deals for october .
crosstex 138553 2
duke 418429 139
hesco 394798 500
swift 418431 322
tri - union 418432 700
vintage 403367 300
whiteoak 418434 96
whiting 418436 100
so , i am showing that the only deals we have outstanding for oct are :
camden / 9858 3000
heatherlock / 6879 544 ( previous deal # 133010 )
north central / 5228 3000
julie - please check these deals for the correct contract / terms . also ,
please look into heatherlock . vance is noming gas for this deal . however ,
the deal ticket does not have an evergreen flag . when i tried to roll another
month , i got a message that another contract was needed .
thanks .
d",0
2689,3455,ham,"Subject: temp forecast model . xls
this is the file with our city temperature weights .",0
936,766,ham,"Subject: pops it team temporarily moving to allen center
please note that the pops team will be temporarily moving
to 3 allen center starting monday 5 / 15 . we will be located
in 3 ac 3708 till we move back to the enron bldg .
the pops oncall pager : 713 - 796 - 4149
pops cellular : 713 - 562 - 2458
also note that i ' ll be attending a class thru the whole of next week ( 5 / 15 -
5 / 19 )
if there are any pops issues please have your people contact the following
christine pham x 34202
shawn macphail x 31837
thanks
romeo",0
2105,2787,ham,"Subject: meter 980070
daren ,
this meter has recorded flow for the following days with no deal .
10 - 29 - 99 1300
10 - 30 - 99 23
10 - 31 - 99 23
2 - 06 - 01 ( 4222 )
we used deal 83388 last january to write off this meter ' s hpl strangers
balances . how should this flow be handled ?",0
1257,2206,ham,"Subject: christmas tree farm pictures
thanks ,
ram tackett , ( mailto : rtackett @ abacustech . net )
owner , abacus technologies
17611 loring lane , spring , tx 77388 - 5746
voice : ( 281 ) 651 - 7106
fax : 1 + ( 281 ) 528 - 8636 ( note 1 + w / in houston )
web : http : / / www . abacustech . net",0
733,2560,ham,"Subject: correction on first delivery for cody
it should read cuba libre field and cuba libre central point .
eb",0
2944,2807,ham,"Subject: mobil beaumont - marol
rebecca
for mobil in march , beginning on march 21 , hpl started delivering 30 , 000 / d for midcon ( just like we did in dec and jan , and maybe in feb too )
check with daren farmer when you get ready to do the flash invoice on the first to confirm the midcon volume amounts and dates
thanks ! ! ! ! !
lee",0
2612,3085,ham,"Subject: re : shut - in of meter 989842
i need help on this one . i spoke to gary shortly after he sent this e - mail the other day . i wasn ' t sure what to say in the letter regarding how long they would be shut in - - is there some repair that needs to be done to remedy the situation ? are we ever going to take the gas again ? should i tell them that it will remain shut in until the gas meets our specs ?
at gary ' s suggestion , i called mike morris & left a message , but haven ' t heard back from him . therefore , i am sending this e - mail to see if anyone else can give me some advise on the contents of the notification letter that i need to send out .
thanks in advance for any help that you can give me .
enron north america corp . from : gary a hanks 04 / 16 / 2001 03 : 51 pm
to : cheryl dudley / hou / ect @ ect , shawna flynn / hou / ect @ ect , michael w morris / hou / ect @ ect
cc : james mckay / hou / ect @ ect , daren j farmer / enron @ enronxgate , edward terry / hou / ect @ ect , earl tisdale / hou / ect @ ect
subject : shut - in of meter 989842
meter 0989842 tri - c resources gov . daniel was shut in at approximately 12 : 00 pm on friday april 13 . the producer was shut in due to high hydrocarbon dew point .
if you have any questions please call me at 3 . 6449 .
thanks
gary hanks",0
2990,1005,ham,"Subject: devon transition
effective july 1 avails , beverly beaty will be enron ' s lead operations
contact for devon production . please assemble all information and contact
all personnel necessary to make the transition as smooth as possible .
to eliminate unnecesary e - mails , please designate one main contact from each
of your desks and a backup ( central desk , west desk and texas desk ) who can
receive and distribute all nom changes and operational information to your
desk ' s proper schedulers . if you have any questions , please let me know .
thanks !",0
1702,1480,ham,"Subject: sept noms
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 08 / 28 / 2000
08 : 41 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
royal _ b _ edmondson @ reliantenergy . com on 08 / 25 / 2000 04 : 29 : 06 pm
to : ami _ chokshi @ enron . com
cc :
subject : sept noms
( see attached file : hpl - sept . xls ) you are the best
- hpl - sept . xls",0
2167,3170,ham,"Subject: re : noms / actuals for 4 / 27 / 01 thru 4 / 29 / 01
we agree
"" eileen ponton "" on 05 / 01 / 2001 08 : 37 : 13 am
to : david avila / lsp / enserch / us @ tu , charlie stone / texas utilities @ tu , melissa
jones / texas utilities @ tu , hpl . scheduling @ enron . com , liz . bellamy @ enron . com
cc :
subject : noms / actuals for 4 / 27 / 01 thru 4 / 29 / 01
date nom mcf mmbtu
4 / 27 / 01 20 , 000 20 , 041 20 , 583
4 / 28 / 01 0 1 1
4 / 29 / 01 0 0 0
btu = 1 . 027",0
2219,2545,ham,"Subject: wellhead deals changed
daren / o ' neal ,
the attached spreadsheet represents deal volumes changed effective 2 / 7 / 01 .
bob",0
691,1900,ham,"Subject: re : meter 0980438 - acock production ? ? ? ? ? ?
mary ,
hplc executed a gas purchase agreement with ccgm , lp effective 7 / 1 / 2000 .
hplc secured the purchase of production from the briscoe # 1 well in webb
county for 12 months ; the producer of this well is hoover oil however ,
did not do so for the month of november .
hopefully this is useful information !
vlt
x 3 - 6353
mary poorman @ enron
10 / 24 / 2000 09 : 03 am
to : fred boas / hou / ect @ ect
cc : nick moshou / corp / enron @ enron , cynthia hakemack / hou / ect @ ect , kristen j
hanson / hou / ect @ ect , vance l taylor / hou / ect @ ect , daren j farmer / hou / ect @ ect ,
pat clynes / corp / enron @ enron , robert cotten / hou / ect @ ect , tom
acton / corp / enron @ enron
subject : re : meter 0980438 - acock production ? ? ? ? ? ?
fred :
i have run this issue by clem cernosek for further research , and expect to
have his answer this afternoon . in the meantime , it is my understanding that
this well is behind the big cowboy system . at this time , we have deal ticket
380710 , purchase from ccgm , l . p . on hplc / hplc . this deal should probably be
on gulf energy / bigcowboy . the producer , as i understand it , is acock
production , however , i may be mis - informed . any insight which any of you can
shed on this deal would be very welcome , i would like to capture this
accurately and definitively as early on as possible , so as to prevent any
future issues .
thank you all for your patience and assistance ,
mary",0
2316,420,ham,"Subject: eops salary survey questionnaire
please fill out and have submitted back to kim by friday at 3 : 00 pm .
if you have any conflicts or questions , please call .
thank you !
yvette
x 3 . 5953
- - - - - - - - - - - - - - - - - - - - - - forwarded by yvette g connevey / corp / enron on
03 / 07 / 2000 05 : 16 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
kim melodick @ ect
03 / 07 / 2000 05 : 17 pm
to : brenda f herod / hou / ect @ ect , yvette g connevey / corp / enron @ enron
cc :
subject : eops salary survey questionnaire
as per your request .
- - - - - - - - - - - - - - - - - - - - - - forwarded by kim melodick / hou / ect on 03 / 07 / 2000 05 : 13
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
kim melodick
02 / 18 / 2000 05 : 34 pm
to : bob shults / hou / ect @ ect , robert superty / hou / ect @ ect , leslie
reeves / hou / ect @ ect , sheila glover / hou / ect @ ect , kristin albrecht / hou / ect @ ect ,
brenda f herod / hou / ect @ ect , d todd hall / hou / ect @ ect , brent a
price / hou / ect @ ect , michael e moscoso / hou / ect @ ect , stephen p
schwarz / hou / ect @ ect , mary solmonson / hou / ect @ ect , scott pleus / hou / ect @ ect
cc : sally beck / hou / ect @ ect , norma villarreal / hou / ect @ ect , yvonne
laing / hou / ect @ ect
subject : eops salary survey questionnaire
attached you will find the salary survey questionnaire for your review . you
will need to fill out the questionnaire for each exempt job group in your
department . please be as specific as possible to ensure we are capturing all
the skills needed to accurately price the job . if you have filled out the
questionnaire in the past , you may want to update the information . i will be
happy to address any questions you have regarding the form .",0
2953,28,ham,"Subject: re : evergreen deals
look at comments below .
julie
daren j farmer
12 / 20 / 99 01 : 43 pm
to : julie meyers / hou / ect @ ect
cc :
subject : evergreen deals
julie ,
i need to know if the following deals have evergreen provisions to roll into
jan 2000 .
cokinos / 9676 95912 - no this is a gtc firm contract , deal expires with
contract
cokinos / 6373 128952 - this is a gtc spot
coral / 4120 93883 - this is on a single transaction contract , we would need
to check with the trader
encina / 6392 93487 - yes , this is a committed reserve . i marked the
evergreen flag .
midcoast / 5097 92956 - no , gtc lst purchaser , deal expires with contract .
united o & m / 5053 93728 - no , this deal was moved to the wellhead portfolio
for january , but the deal was terminated per legal .
vintage / 2540 93750 - not the right deal number .
thanks .
d",0
1048,537,ham,"Subject: potential list for april , 2000
the following is a list of potential activity for april 2000 . not all ( if
any ) will begin by april lst .
this information is not in the production estimate provided by vance .
costilla freeman # 5 meter 9734 5 , 000 mcf / d gas daily applicable
gas solutions longview plant meter unknown 500 mcf / d gas daily applicable
garrison stiles # 1 and # 2 meter 9656 500 mcf / d gas daily applicable
hilcorp - sale old ocean plant meter unk . 15 , 000 mcf / d 3 month sale
helmrich holloway gas unit # 2 meter unknown 10 , 000 mcf / d gas daily applicable
please let me know if you have any questions ,
thank you ,
susan smith
x 33321",0
3082,765,ham,"Subject: re : i / c variance for deal 72893
nevermind this one . . .
- - - - - - - - - - - - - - - - - - - - - - forwarded by stacey neuweiler / hou / ect on 05 / 12 / 2000
09 : 21 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : charlotte hawkins on 05 / 12 / 2000 09 : 21 am
to : stacey neuweiler / hou / ect @ ect , sherlyn schumack / hou / ect @ ect
cc : robert e lloyd / hou / ect @ ect , howard b camp / hou / ect @ ect , carlos j
rodriguez / hou / ect @ ect
subject : re : i / c variance for deal 72893
okay , this one has been resolved . . . . the deals for days 9 and 10 are good .
sitara did not feed this deal to mops at all therefore it didn ' t feed to
pops .
sherlyn is setting things up and will provide me with a tracking id , i will
enter volumes and re - allocate the meter .
very confusing but finally resolved .
chawkins
from : charlotte hawkins 05 / 08 / 2000 10 : 55 am
to : stacey neuweiler / hou / ect @ ect
cc : robert e lloyd / hou / ect @ ect , howard b camp / hou / ect @ ect
subject : re : i / c variance for deal 72893
stacey , sherlyn needs answers . . . . . . . i dropped the ball and sent this to
carlos . . . . . sorry .
let me know if i can help .
charlotte
from : sherlyn schumack 05 / 01 / 2000 10 : 11 am
to : charlotte hawkins / hou / ect @ ect
cc :
subject : i / c variance for deal 72893
charlotte ,
there is an interconnect variance at meter 980071 for 2 / 99 . it appears the
variance is created on 2 / 9 / 99 and 2 / 10 / 99 . there is a transport usage deal
ticket 72893 in sitara which shows pg & e delivers 6 , 965 mmbtu to hpl on 2 / 9 / 99
and 3 , 683 mmbtu on 2 / 10 / 99 , but hpl does not show a receipt of this volume .
let me know if you need the pg & e support .",0
2032,3576,ham,"Subject: bcp seat assignments
all :
attached you will find a list that reflects your seat assignments for business continuity planning ( bcp ) . these seats are located on the 30 th and 31 st floors of enron center north ( ecn ) . as previously communicated , you will report to these designated seats in the event of an outage in ecs .
the exception to this is as follows :
if your seat assignment is located on the 31 st floor , you will report to your original location that you occupied prior to your move into ecs . this will hold true until the monday after thanksgiving , as we will have the 31 st floor seats set up at that time .
testing :
once you have moved to ecs , if you would like to test your bcp location , you will be able to test your seat for functionality every thursday from 3 - 6 pm . testing is not required , but is highly recommended .
if anyone has any questions or concerns about these procedures , please feel free to contact me at any time .
regards ,
stephen r . harrington
technical project manager , ecs project
enron net works , llc
w : 713 - 853 - 7619
p : 877 - 651 - 7361
c : 713 - 444 - 7279
stephen . harrington @ enron . com",0
456,3220,ham,"Subject: pictures !
pictures of daddy ' s little girl ! guess which one i like the best !
> > > > > >
- dsco 0051 . jpg
- dsco 0046 . jpg
- dsco 0045 . jpg
- dsco 0042 . jpg
- dsco 0049 . jpg
- dsco 0043 . jpg",0
1135,1021,ham,"Subject: hl & p
daren - pat gave me a a spreadsheet showing what should be allocated to
greens bayou . i checked the deal ticket ( 286824 ) and it ends on 6 / 17 . there
is still two more days that need to be reallocated . please let me know if
you can extend this deal or create a new one .
thanks .
al",0
4570,2908,ham,"Subject: cokinos / tri - c april elections
melissa / darren
global contract # 96045720
cokinos / tri - c has elected to price their production for the month of april 2001 as follows :
4 , 000 / d , 97 % if / hsc
all production in excess of 4 , 000 / d priced 97 % gas daily
thank you ,
michael",0
3387,2691,ham,"Subject: latest frontera doc
- - - - - - - - - - - - - - - - - - - - - - forwarded by bob m hall / na / enron on 03 / 09 / 2001 12 : 05 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : leslie reeves @ ect on 03 / 07 / 2001 03 : 35 pm
to : bob m hall / na / enron @ enron
cc :
subject : latest frontera doc
fyi - latest and greatest . i ' ll keep you posted . gas responsibilites are discussed beginning on pg 13 .
- - - - - forwarded by leslie reeves / hou / ect on 03 / 07 / 2001 03 : 33 pm - - - - -
edith cross 03 / 07 / 2001 11 : 04 am to : leslie reeves / hou / ect @ ect , stacey w white / hou / ect @ ect , thresa a allen / hou / ect @ ect cc : subject : latest frontera doc
i haven ' t had a chance to look at this yet . sorry !
e
- - - - - - - - - - - - - - - - - - - - - - forwarded by edith cross / hou / ect on 03 / 07 / 2001 11 : 03 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
bruce sukaly @ enron
03 / 07 / 2001 08 : 15 am
to : jason r wiesepape / hou / ect @ ect , edith cross / hou / ect @ ect
cc :
subject :
- - - - - - - - - - - - - - - - - - - - - - forwarded by bruce sukaly / corp / enron on 03 / 07 / 2001 08 : 14 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" stuart zisman "" on 03 / 07 / 2001 06 : 32 : 25 am
to : bruce . sukaly @ enron . com , mike . curry @ enron . com , jason . wiesepape @ enron . com
cc :
subject :
attached is my cut at a mark up . please review so that we can discuss at
9 : 00 this morning .
stuart
get your free download of msn explorer at http : / / explorer . msn . com
- frontera agreement . doc",0
3498,3292,ham,"Subject: hpl nom . for may 26 - 29 , 2001
( see attached file : hplno 526 . xls )
- hplno 526 . xls",0
3519,3008,ham,"Subject: fw : payment
jo hillier - smith
owner care manager
sunsail worldwide sailing ltd
tel : + 44 ( 0 ) 2392 222215
email : joh @ sunsail . com
this e - mail and any attachment is intended for the named addressee ( s )
only , or a person authorised to receive it on their behalf . the content
should be treated as confidential and the recipient may not disclose this
message or any attachment to anyone else without authorisation . unauthorised
use , copying or disclosure may be unlawful . if this transmission is received
in error please notify the sender immediately and delete this message from
your e - mail system . any view expressed by the sender of this message or any
attachment may be personal and may not represent the view held by the company .
sunsail limited ( company number 1239190 ) or sunsail worldwide sailing
limited ( company number 1658245 ) ? both with registered offices at the port
house , port solent , portsmouth , hampshire , po 6 4 th , england
- - - - - original message - - - - -
from : ? ? jo hillier - smith
sent : ? ? thursday , april 05 , 2001 3 : 43 pm
to : ? ? ? ? ' dfarmer 2 @ ei . enron . com '
subject : ? ? ? ? ? ? ? payment
good afternoon mr farmer
as i am sure you are aware we are in the procees of changing our banks , and
the new bank "" citibank "" was not able to process our charter fees for the lst
april , i , therefore have a cheque to send to you to cover this april
payment . ? please could you let me know the best address i can send this to ,
you may want me to send it straight to you or to your bank .
i look forward to hearing from you .
with regards
jo
jo hillier - smith
owner care manager
sunsail worldwide sailing ltd
tel : + 44 ( 0 ) 2392 222215
email : joh @ sunsail . com
this e - mail and any attachment is intended for the named addressee ( s )
only , or a person authorised to receive it on their behalf . the content
should be treated as confidential and the recipient may not disclose this
message or any attachment to anyone else without authorisation . unauthorised
use , copying or disclosure may be unlawful . if this transmission is received
in error please notify the sender immediately and delete this message from
your e - mail system . any view expressed by the sender of this message or any
attachment may be personal and may not represent the view held by the company .
sunsail limited ( company number 1239190 ) or sunsail worldwide sailing
limited ( company number 1658245 ) ? both with registered offices at the port
house , port solent , portsmouth , hampshire , po 6 4 th , england",0
1307,1933,ham,"Subject: bad estimates on 28 th
we are getting bad numbers in pops for sat . oct . 28 th . they are the same as
oct . 27 th ( 27 th is correct ) . please watch imbalances very closely . double
check
all numbers . thanks , pat",0
3199,2731,ham,"Subject: neon for march 28
please respond to here is the neon lesson for march 28 th !
- experiencing god week 4 . doc",0
2812,1099,ham,"Subject: enron actuals for june 27 , 2000
teco tap 20 . 000 / enron ; 50 . 000 / gas daily
ls hpl lsk ic 30 . 000 / enron",0
